<<<<<<< HEAD
ds,close,open,high,low,volume,daily_return,return_lag_1,return_lag_2,return_lag_3,return_lag_4,return_lag_5,momentum_5,momentum_21,momentum_63,momentum_accel_21,momentum_consistency_21,sma_21,ema_50,macd,macd_hist,macd_signal,rsi_14,stoch_k,stoch_d,volatility,rel_volatility,atr_14,obv,day_of_week,day_of_month,month,year,eua_return,china_return,europe_return,oil_return
2015-07-01,52758,53081,53456,52603,2800000.0,-0.0061,0.0013,-0.0186,0.0158,-0.0124,0.0013,-0.02015118028341656,-0.005147932341460604,0.0295650137579766,-0.011232087004083735,0.42857142857142855,53470.142857142855,53783.410515291675,-308.7385124488428,-22.121689405461893,-286.6168230433809,42.36355867179771,22.22835079977939,38.242323956609674,853,0.01621580518221394,866.3745657445177,77980090.0,2,1,7,2015,0.006936040108400654,-0.052258734295072995,0.019052461253584063,-0.02484670274042111
2015-07-02,53106,52758,53357,52758,3090000.0,0.0066,-0.0061,0.0013,-0.0186,0.0158,-0.0124,-0.0013163833308259543,-0.02083486982815841,0.038240469208211225,-0.015686937486697805,0.42857142857142855,53416.333333333336,53756.84539704495,-309.2435926317703,-18.101415670711503,-291.1421769610588,45.36970067358251,23.91983820555251,30.50805907948765,599,0.011353728344516471,847.2763824770522,81070090.0,3,2,7,2015,-0.0003080227407983305,-0.034766475818562514,-0.009129037828959907,0.0009676080457201586
2015-07-03,52519,53106,53106,52370,1540000.0,-0.0111,0.0066,-0.0061,0.0013,-0.0186,0.0158,-0.027732010293055942,-0.018758290828242097,0.003765146592255686,0.002076578999916312,0.42857142857142855,53368.52380952381,53708.30244029809,-352.941378044241,-49.43936086654571,-303.5020171776953,41.443171263631605,16.61480153982129,20.92099684838438,736,0.014053847622684744,839.328069442977,79530090.0,4,3,7,2015,0.0,-0.0577218233529635,-0.0062544118471172805,0.0
2015-07-06,52149,52510,52679,51683,2650000.0,-0.007,-0.0111,0.0066,-0.0061,0.0013,-0.0186,-0.016316444712717426,-0.01555509410454381,-0.018334807898650274,0.0032031967236982872,0.42857142857142855,53329.28571428572,53647.15332499229,-412.67108025578636,-87.33525046247286,-325.3358297933135,39.143574299984635,18.55414619761255,19.696261980995434,996,0.01927132712884314,850.5189216256216,76880090.0,0,6,7,2015,-0.003861756863082544,0.024138627923232514,-0.017472097202008263,-0.08909294033326698
2015-07-07,52344,52149,52388,51130,3650000.0,0.0037,-0.007,-0.0111,0.0066,-0.0061,0.0013,-0.013884440760347339,-0.008824086347282711,-0.025922548709455318,0.006731007757261098,0.47619047619047616,53307.09523809524,53596.04927303181,-439.2094956038054,-91.09893264839354,-348.11056295541187,41.001620049123716,20.81940958504068,18.662785774158156,1258,0.024603950713866615,879.6247129380772,80530090.0,1,7,7,2015,0.00608097510857486,-0.012920615724574036,-0.0205327060045154,0.00548280073530405
2015-07-08,51782,52343,52468,51574,2970000.0,-0.0107,0.0037,-0.007,-0.0111,0.0066,-0.0061,-0.01849956404715869,-0.019577400787640142,-0.03623741368720801,-0.010753314440357431,0.42857142857142855,53257.857142857145,53524.91008585409,-499.8283737755628,-121.37424865612076,-378.45412511944204,37.4525263319045,25.051354399327483,21.474970060660223,894,0.017334315740489395,880.651519156786,77560090.0,2,8,7,2015,-0.016652749054007043,-0.05900878169332935,0.006661074723008031,0.003518043417898964
2015-07-10,52591,51782,52786,51782,2760000.0,0.0156,-0.0107,0.0037,-0.007,-0.0111,0.0066,-0.00969758596015513,-0.023851065409458805,-0.01993999366392729,-0.0042736646218186625,0.42857142857142855,53196.666666666664,53488.286160918644,-477.09013446539757,-78.90880747676442,-398.18132698863315,44.852635135485265,34.32373878056331,26.73150092164381,1004,0.019388976864547526,889.4621249313013,80320090.0,4,10,7,2015,0.012338485100151564,0.04541868662057302,0.027501986317557847,0.002047413933375264
2015-07-13,53119,52591,53164,52591,2690000.0,0.01,0.0156,-0.0107,0.0037,-0.007,-0.0111,0.011424436870465904,-0.010616699882657565,-0.012713045740943785,0.01323436552680124,0.47619047619047616,53169.52380952381,53473.80435068654,-411.71869187804987,-10.829891911533366,-400.8887999665165,49.08644939618096,42.3191994222635,33.89809753405142,573,0.010895400353672681,866.8576874362084,83010090.0,0,13,7,2015,0.011066049239604414,0.023875622730306967,0.018110588916780967,-0.014983842584271989
2015-07-14,53239,53119,53416,52653,2740000.0,0.0023,0.01,0.0156,-0.0107,0.0037,-0.007,0.020901647203206197,-0.002043188123266093,-0.017984284502158165,0.008573511759391472,0.5238095238095238,53164.333333333336,53464.59633693413,-346.23714920274506,43.72132061101718,-389.95846981376224,50.02549682604831,58.22630812299476,44.9564154419405,763,0.014491102121436575,859.439281190765,85750090.0,1,14,7,2015,0.004453159211633695,-0.011560804537546598,0.006021354861527994,0.01140881356647494
2015-07-15,52902,53239,53334,52790,2610000.0,-0.0063,0.0023,0.01,0.0156,-0.0107,0.0037,0.010660247592847227,-0.004441266137227617,-0.0246681415929203,-0.0023980780139615243,0.5238095238095238,53153.09523809524,53442.53373548574,-317.8714146371567,57.66964414128444,-375.54105877844114,47.3824492089769,63.203360242198926,54.58295592915238,544,0.010304982004167455,836.9079039628531,83140090.0,2,15,7,2015,-0.000734986066058041,-0.030267440777584698,0.005315739522571583,-0.024952984555724034
2015-07-16,53070,52902,53417,52714,2140000.0,0.0032,-0.0063,0.0023,0.01,0.0156,-0.0107,0.024873508168861802,-0.011768649212319793,-0.016894520395687507,-0.007327383075092175,0.5238095238095238,53123.0,53427.92456938826,-278.62337285913964,77.53414873544125,-356.1575215945809,48.83376234083921,64.63406495425204,62.021244439815234,703,0.013336115642903214,827.3430536797921,85280090.0,3,16,7,2015,0.008014680412562258,0.0045913054902761985,0.012765037526837775,0.008063086601652891
2015-07-17,52342,53070,53310,52221,2520000.0,-0.0137,0.0032,-0.0063,0.0023,0.01,0.0156,-0.004734650415470276,-0.017033183721759992,-0.046923651195396876,-0.0052645345094402,0.5238095238095238,53079.80952380953,53385.339292157354,-302.7723615189898,42.708128060472916,-345.4804895794627,43.26482617172667,56.01363330561745,61.28368616735613,1089,0.020853679554202333,846.0328355598069,82760090.0,4,17,7,2015,0.001106182994042637,0.0350954349210002,0.0006476060832767416,0.00017391995344095967
2015-07-20,51600,52341,52424,51525,2720000.0,-0.0142,-0.0137,0.0032,-0.0063,0.0023,0.01,-0.028596170861650227,-0.048655026825715764,-0.056224165051029784,-0.03162184310395577,0.47619047619047616,52954.142857142855,53315.32598658256,-377.4329952380285,-25.56200452685266,-351.87099071117586,38.451724004380296,42.69930257127771,54.44900027704906,899,0.017447840853954392,849.8162044483921,80040090.0,0,20,7,2015,0.00077123387202227,0.00878316010165503,0.004261746498040342,-0.015125155162743709
2015-07-21,51474,51603,51998,51244,3030000.0,-0.0024,-0.0142,-0.0137,0.0032,-0.0063,0.0023,-0.03315238828678224,-0.04232636886267649,-0.04598276341395613,0.006328657963039275,0.47619047619047616,52845.80952380953,53243.11712436364,-441.67784507217584,-71.84548348879997,-369.83236158337587,37.68505034861096,25.678414305820393,41.463783394238504,754,0.0147139177269534,842.9721898449355,77010090.0,1,21,7,2015,-0.0042616893616069795,0.006403866806860226,-0.007723785132190186,0.006884366798653563
2015-07-22,50916,51474,51474,50592,3220000.0,-0.0108,-0.0024,-0.0142,-0.0137,0.0032,-0.0063,-0.0375411137575139,-0.05473043219961382,-0.05291940254087535,-0.012404063336937332,0.42857142857142855,52705.42857142857,53151.85762929056,-531.4915838872766,-129.3273778431206,-402.16420604415606,34.41268613459959,15.488242440844443,27.955319772647503,882,0.01743358633776091,845.7598905702973,73790090.0,2,22,7,2015,-0.0023877098952062026,0.002083262818708187,-0.004506494567835917,-0.01595371375887178
2015-07-23,49807,50916,51063,49668,4310000.0,-0.0218,-0.0108,-0.0024,-0.0142,-0.0137,0.0032,-0.06148483135481442,-0.07373726102804434,-0.08806781771243388,-0.019006828828430522,0.42857142857142855,52516.619047619046,53020.68674186741,-684.268825592706,-225.68369563883994,-458.58512995386604,29.019300174908608,9.988673280871259,17.05177667584535,1395,0.028086494322300072,884.9913269581333,69480090.0,3,23,7,2015,-0.005676040278268291,0.024311186682417052,-0.0009234885395280612,-0.015321585497707901
2015-07-24,49246,49804,49831,48624,3740000.0,-0.0113,-0.0218,-0.0108,-0.0024,-0.0142,-0.0137,-0.05914944022009094,-0.08537785784595953,-0.1156325760976924,-0.011640596817915183,0.38095238095238093,52297.71428571428,52872.659810813784,-840.920296152879,-305.86813295921036,-535.0521631936687,26.736521393303295,9.38464680847376,11.620520843396472,1207,0.02482313260941099,907.9919464611237,65740090.0,4,24,7,2015,-0.01070332804283558,-0.012855452074725049,-0.007916818281101357,-0.011760476216670646
2015-07-27,48736,49246,49298,48640,3490000.0,-0.0104,-0.0113,-0.0218,-0.0108,-0.0024,-0.0142,-0.0555038759689922,-0.08349631412667369,-0.13884864119871365,0.0018815437192858386,0.38095238095238093,52086.28571428572,52710.43785744854,-994.7535531883041,-367.76111199570835,-626.9924411925957,24.824677183019052,6.3405516524971555,8.571290580614043,658,0.01352796052631579,890.1353788567577,62250090.0,0,27,7,2015,-0.005775015185050969,-0.08483361869025996,-0.023747508144655316,-0.021054517277010132
2015-07-28,49602,48740,49871,48740,4139999.9999999995,0.0178,-0.0104,-0.0113,-0.0218,-0.0108,-0.0024,-0.03636787504371142,-0.08173352833367276,-0.10681744516872549,0.0017627857930009316,0.38095238095238093,51876.04761904762,52588.53833362703,-1034.8593408577945,-326.293519732159,-708.5658211256355,33.5179693153606,11.906252173308316,9.21048354475973,1131,0.02320475995075913,907.6257089384178,66390090.0,1,28,7,2015,0.012386154626733425,-0.016791082187638917,0.009377375826426615,-0.0031793899338224962
2015-07-29,50245,49602,50333,49422,3750000.0,0.013,0.0178,-0.0104,-0.0113,-0.0218,-0.0108,-0.013178568622829734,-0.052231486022560114,-0.09974557442843834,0.029502042311112642,0.42857142857142855,51744.19047619047,52496.63486956323,-1003.1945381389305,-235.70297361063604,-767.4915645282945,39.145044119195106,18.853884136588096,12.366895987464508,911,0.018433086479705395,907.8667297285308,70140090.0,2,29,7,2015,0.007318795346650031,0.03444333834366775,0.0075329549136073926,0.0015009724615353548
2015-07-30,49897,50245,50645,49612,3260000.0,-0.0069,0.013,0.0178,-0.0104,-0.0113,-0.0218,0.0018069749232034749,-0.059983798345924155,-0.09811116131947584,-0.007752312323364041,0.38095238095238093,51592.57142857143,52394.68840409017,-994.7141993917976,-181.7781078908024,-812.9360915009952,37.304716635739126,26.92815912094028,19.229431810278882,1033,0.02082157542530033,916.8048204622071,66880090.0,3,30,7,2015,2.836730636679441e-05,-0.022010598674057524,0.0031721919900191686,-0.0013113468232212044
2015-07-31,50865,49897,50895,49892,3140000.0,0.0194,-0.0069,0.013,0.0178,-0.0104,-0.0113,0.032875766559720576,-0.035880814284089624,-0.09539561436269539,0.02410298406183453,0.42857142857142855,51502.42857142857,52334.70062353762,-899.5149117763285,-69.26305622026655,-830.251855556062,45.04421070092585,35.71180193337508,27.16461506363447,1003,0.02010342339453219,922.9616190006209,70020090.0,4,31,7,2015,-0.002271519985995063,-0.011344493359100816,0.004402660996282393,-0.02063406978956628
2015-08-03,50138,50867,50867,50054,2690000.0,-0.0143,0.0194,-0.0069,0.013,0.0178,-0.0104,0.02876723571897566,-0.055888223552894245,-0.12581511315688532,-0.02000740926880462,0.38095238095238093,51361.09523809524,52248.55550104594,-872.671995134282,-33.93611166257597,-838.7358834717061,40.95509519254819,34.96766117254331,32.535874075619546,813,0.01624245814520318,915.1072176434337,67330090.0,0,3,8,2015,-0.002756886733696673,-0.011141947868081203,0.009789116288087873,-0.05152267140163569
2015-08-04,50058,50138,50574,49827,2750000.0,-0.0016,-0.0143,0.0194,-0.0069,0.013,0.0178,0.00919317769444783,-0.04685923189702779,-0.1377041273341142,0.009028991655866458,0.38095238095238093,51243.90476190476,52162.651363750025,-848.0780063676139,-7.4736983167262,-840.6043080508877,40.5191906262131,36.087349607065875,35.588937570994744,747,0.014991871876693359,903.0995592403312,64580090.0,1,4,8,2015,-0.002249704779339723,0.036887495393182146,-0.0021954911693295998,0.009491139264103943
2015-08-05,50287,50067,50853,50067,2750000.0,0.0046,-0.0016,-0.0143,0.0194,-0.0069,0.013,0.0008359040700567366,-0.03570538265355039,-0.11936325587096996,0.011153849243477398,0.42857142857142855,51155.23809523809,52089.09640830885,-800.8766988567804,31.782087355285853,-832.6587862120663,42.40879052404969,32.331684386911654,34.4622317221736,786,0.01569896338905866,895.3781621517361,67330090.0,2,5,8,2015,0.0031146787487494887,-0.016497053839886755,0.01356361337986578,-0.00800163057508374
2015-08-06,50011,50280,50534,49624,3750000.0,-0.0055,0.0046,-0.0016,-0.0143,0.0194,-0.0069,0.002284706495380373,-0.04457053339446737,-0.12139632121712551,-0.008865150740916983,0.38095238095238093,51044.142857142855,52007.60243151242,-776.7859115037645,44.698299766641526,-821.484211270406,40.729371832607875,33.96910701713629,34.12938033703792,910,0.018337901015637596,896.4225791408977,63580090.0,3,6,8,2015,-0.00775298528243118,-0.008941205266302266,-0.0018536643388874507,-0.0014115687559755896
2015-08-07,48577,50013,50013,48512,3320000.0,-0.0287,-0.0055,0.0046,-0.0016,-0.0143,0.0194,-0.04498181460729378,-0.061894094472982886,-0.14999387565836675,-0.017323561078515515,0.38095238095238093,50891.52380952381,51873.06900282566,-863.4522643012169,-33.57444242464862,-829.8778218765683,33.341588703258026,24.617763658744494,30.306185020930798,1501,0.030940798153034303,939.6066806308336,60260090.0,4,7,8,2015,-0.0028748824444340126,0.022576849301331192,-0.008580466192115832,-0.018376410319064118
2015-08-10,49353,48578,49512,48578,2930000.0,0.016,-0.0287,-0.0055,0.0046,-0.0016,-0.0143,-0.015656787267142702,-0.06156947006141733,-0.13714005979334576,0.000324624411565555,0.38095238095238093,50737.333333333336,51774.24276742073,-859.6102072131616,-23.785908269274614,-835.824298943887,39.7142169692609,22.25252632664998,26.94646566751024,934,0.019226810490345424,939.2776320143454,63190090.0,0,10,8,2015,0.012808166466444781,0.049198683590736314,0.006841647974917375,0.03702940165520663
2015-08-11,49072,49340,49340,48306,3290000.0,-0.0057,0.016,-0.0287,-0.0055,0.0046,-0.0016,-0.019697151304486793,-0.07618742822718805,-0.13593463868150446,-0.014617958165770717,0.3333333333333333,50544.619047619046,51668.272462816,-869.2198752243712,-26.716461024387286,-842.5034141999839,38.286828127052694,19.3471339919867,22.072474659127042,1034,0.021405208462716846,946.9720868704636,59900090.0,1,11,8,2015,-0.00955710249815489,-0.00012908006742740064,-0.01572930614128565,-0.024399911643710803
2015-08-12,48388,49064,49064,48028,4370000.0,-0.0139,-0.0057,0.016,-0.0287,-0.0055,0.0046,-0.03776323900809353,-0.09111741392588135,-0.14163059675015965,-0.014929985698693304,0.2857142857142857,50313.619047619046,51539.634327019296,-921.407280358806,-63.123092927057655,-858.2841874317484,34.990149887163696,22.911160056548564,21.5036067917284,1036,0.021570750395602564,953.902652094002,55530090.0,2,12,8,2015,0.0009500546545004873,-0.01058779662335907,-0.0323555669840353,0.009760055698613268
2015-08-13,48010,48390,48606,47722,3290000.0,-0.0078,-0.0139,-0.0057,0.016,-0.0287,-0.0055,-0.04001119753654192,-0.09247287437147933,-0.15262015284960373,-0.001355460445597978,0.2857142857142857,50080.666666666664,51401.21729458717,-981.9483267705873,-98.93131147107113,-883.0170152995162,33.28450111409769,16.47236204221439,19.5768853635832,884,0.018523951217467836,948.909605515859,52240090.0,3,13,8,2015,-0.0012752120935421996,0.01755795679292982,0.009495384858249523,-0.00886022207130377
2015-08-14,47508,48010,48186,47508,2970000.0,-0.0105,-0.0078,-0.0139,-0.0057,0.016,-0.0287,-0.022006299277435803,-0.10480497456189941,-0.17015144369333968,-0.012332100190420081,0.23809523809523808,49815.80952380953,51248.54210656415,-1058.2360602639092,-140.17523597151433,-918.0608242923948,31.115231931601986,7.2110877102110065,15.531536602991304,678,0.014271280626420814,929.5589194075833,49270090.0,4,14,8,2015,0.003911964108786803,0.002725730267718607,-0.006312123827596383,-0.003860268929175237
2015-08-17,47217,47509,47788,47217,2490000.0,-0.0061,-0.0105,-0.0078,-0.0139,-0.0057,0.016,-0.04328004376633643,-0.09791372129456266,-0.1598996512703722,0.00689125326733675,0.23809523809523808,49571.76190476191,51090.44241611066,-1129.1596570434267,-168.87906620082538,-960.2805908426013,29.898769597163312,3.0255278915852646,8.902992548003539,571,0.012093102060698477,903.9475680213274,46780090.0,0,17,8,2015,0.00521142418513576,0.007145173886092371,0.0028116341157482516,0.0
2015-08-18,47451,47220,48084,46676,3650000.0,0.005,-0.0061,-0.0105,-0.0078,-0.0139,-0.0057,-0.033033094228888116,-0.08040697674418606,-0.145011621831024,0.017506744550376596,0.2857142857142857,49374.19047619047,50947.71918410632,-1153.1919946109265,-154.32912301466013,-998.8628715962664,32.1943834912873,6.123093940112205,5.453236513969478,1408,0.030165395492330105,939.9513131626611,50430090.0,1,18,8,2015,-0.002625530186397551,-0.061473289259658115,0.0012461185950480846,-0.00448699595111457
2015-08-19,46588,47451,47451,45977,3340000.0,-0.0182,0.005,-0.0061,-0.0105,-0.0078,-0.0139,-0.03719930561296192,-0.0949217080467809,-0.1514180069579789,-0.014514731302594841,0.2857142857142857,49141.52380952381,50776.74980433744,-1227.7222648463066,-183.08751460003214,-1044.6347502462745,28.489023642009727,10.26434377066663,6.470988534121351,1474,0.032059508014877,978.0976479367567,47090090.0,2,19,8,2015,-0.008254876246131082,0.012257954415182404,-0.01751712760278512,-0.03380457855880725
2015-08-20,46649,46588,46781,46030,3040000.0,0.0013,-0.0182,0.005,-0.0061,-0.0105,-0.0078,-0.02834826077900432,-0.08380469793385181,-0.15356002322543183,0.011117010112929093,0.3333333333333333,48938.333333333336,50614.87726299088,-1267.257692924206,-178.098354142345,-1089.159338781861,29.110090596814842,14.84512086678115,10.410852859186647,751,0.016315446447968715,961.8763873698456,50130090.0,3,20,8,2015,-0.021100170073477753,-0.034215641925348095,-0.021735257633228144,-0.011450401129655119
2015-08-21,45720,46649,46649,45677,2960000.0,-0.0199,0.0013,-0.0182,0.005,-0.0061,-0.0105,-0.03763576660772927,-0.08205673901258859,-0.1592033396472773,0.0017479589212632263,0.3333333333333333,48743.71428571428,50422.921291893195,-1357.8993224106016,-214.9919869029925,-1142.907335507609,25.48059815871217,8.998946040527796,11.369470225991845,972,0.021279856382862273,962.5995025577138,47170090.0,4,21,8,2015,-0.031850965718637325,-0.04272234887269821,-0.03284696819812194,-0.02488202217908575
2015-08-24,44336,45715,45715,42749,4870000.0,-0.0303,-0.0199,0.0013,-0.0182,0.005,-0.0061,-0.0610161594341021,-0.0997035292206474,-0.18811917449504656,-0.017646790208058816,0.3333333333333333,48509.90476190476,50184.21849613268,-1523.8447663397092,-304.74994466568,-1219.0948216740292,21.233201023709643,11.385336881246815,11.743134596185241,2966,0.0693817399237409,1106.0566809464485,42300090.0,0,24,8,2015,-0.03941369286646568,-0.08490895458075143,-0.05170262121295077,-0.06093269937415802
2015-08-25,44545,44338,45588,44338,3840000.0,0.0047,-0.0303,-0.0199,0.0013,-0.0182,0.005,-0.061242123453667974,-0.0859939264609324,-0.16940145440984522,0.013709602759715,0.38095238095238093,48310.333333333336,49963.07267275493,-1619.8208860409795,-320.5808514935602,-1299.2400345474193,23.312107411164444,14.49456192600149,11.626281615925352,1250,0.028192521088005774,1116.481203735988,46140090.0,1,25,8,2015,-0.01352199497897244,-0.07630692685474971,0.04092049810788434,0.012180849718705256
2015-08-26,46038,44546,46039,44540,3860000.0,0.0335,0.0047,-0.0303,-0.0199,0.0013,-0.0182,-0.011805615179874662,-0.07185194145397367,-0.15115421491260417,0.014141985006958735,0.38095238095238093,48140.619047619046,49809.14825421553,-1557.4566392423585,-206.57328375595125,-1350.8833554864073,36.25511694039878,29.31033737895616,18.39674539540147,1499,0.03365514144589133,1143.803974897703,50000090.0,2,26,8,2015,0.03903385877450183,-0.012708051913190355,-0.015338125891153909,-0.0016199883431465834
2015-08-27,47715,46038,47997,46038,4380000.0,0.0364,0.0335,0.0047,-0.0303,-0.0199,0.0013,0.02285150807091263,-0.05035326898198822,-0.1159959982214317,0.021498672471985447,0.38095238095238093,48020.142857142855,49727.024793265904,-1357.0691907335568,-4.948668197719371,-1352.1205225358374,47.0626919566019,47.25901392390825,30.354637742955287,1959,0.042551805030626874,1202.03226240501,54380090.0,3,27,8,2015,0.024297748621125326,0.053395147292299106,0.033702559293745216,0.102457163796418
2015-08-28,47154,47697,47872,46847,3900000.0,-0.0118,0.0364,0.0335,0.0047,-0.0303,-0.0199,0.031364829396325566,-0.05497324488446198,-0.10625473843821076,-0.004619975902473761,0.38095238095238093,47889.52380952381,49626.121860196654,-1229.3574383037776,98.21046738564792,-1327.5679056894255,44.353585064043145,61.846865421839446,46.13873890823461,1025,0.021879736162401006,1189.3871008046522,50480090.0,4,28,8,2015,0.0006087363616984476,0.048242140443972126,0.004242048708834378,0.05235487367264624
2015-08-31,46626,47151,47151,45570,4950000.0,-0.0112,-0.0118,0.0364,0.0335,0.0047,-0.0303,0.05165102850956327,-0.083338248304335,-0.12077841262657696,-0.028365003419873025,0.3333333333333333,47687.666666666664,49508.470022541886,-1157.4082597527595,136.12771674933288,-1293.5359765020924,41.90842943424845,67.21867336228378,58.774850902677144,1581,0.03469387755102041,1217.5737364614627,45530090.0,0,31,8,2015,-0.008391670369217175,-0.008156298938964301,-0.00421306103589747,0.0819181288974411
2015-09-01,45477,46625,46625,45278,3780000.0,-0.0246,-0.0112,-0.0118,0.0364,0.0335,0.0047,0.020922662476147824,-0.09296342095815546,-0.1614978980750793,-0.009625172653820457,0.3333333333333333,47465.71428571428,49350.37315891279,-1179.5061026572002,91.22389907591378,-1270.730001733114,37.113517021829445,58.26793807082064,62.44449228498127,1347,0.02974954724148593,1226.8898981427867,41750090.0,1,1,9,2015,-0.029576446640986798,-0.012277676669748994,-0.024819033598750706,-0.08476454336560413
2015-09-02,46464,45484,46474,45445,3860000.0,0.0217,-0.0246,-0.0112,-0.0118,0.0364,0.0335,0.009253225596246528,-0.07179671580966074,-0.13188722605235137,0.021166705148494724,0.38095238095238093,47294.57142857143,49237.18205464171,-1104.642519717294,132.86998561265614,-1237.51250532995,43.13252658781039,58.76612514074443,61.4175788579496,1029,0.022642754978545496,1212.754905418302,45610090.0,2,2,9,2015,0.01829297500443139,-0.0020390899589621814,0.002755780762732085,0.018966880562186095
