target,delta,return,return_1d,return_2d,return_3d,return_5d,momentum_aceel,momentum_consistency,vol_3d,vol_10d,vol_regime,open,high,low,rsi_9,rsi_14,rsi_divergence,adx,bb_upper,bb_lower,bb_position,z_score,macd,macd_signal,macd_hist,stoch_k,stoch_d,volatilidade,volatilidade_relativa,ema_5,ema_10,ema_cross,target_lag1,target_lag2,target_lag3,target_lag4,target_lag5,target_lag6,target_lag7,close_lag1,close_lag3,close_lag5,close_lag7
1.0,-284.0,-0.005810147299509016,-0.005810147299509016,-0.006338690549216874,0.006274201229991894,-0.027710530001400557,0.0005285432497078579,0,0.009531896894122588,0.010035140176717338,0.9498518930744653,48602,48858.0,47905.0,33.45967011117786,40.27110122634768,6.811431115169825,25.155531665169526,52817.29013351546,48111.309866484546,0.1565433962136533,-1.3738264151453847,-183.85941609713336,165.42191418486766,-349.281330282001,33.333333333333336,28.764097296665142,953.0,1.0198935392965243,48929.50868154985,49359.26919132605,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48596.0,48906.0,49181.0,50365.0
1.0,252.0,0.0051856119845254955,0.0051856119845254955,-0.000654664484451728,-0.001185948554369598,-0.006770907464264675,0.0058402764689772235,0,0.005499338215870528,0.01042687939398638,0.5274193752583566,48849,49205.0,48394.0,37.977458675693505,42.78896799263879,4.811509316945283,25.284422319343214,52858.83860643262,48001.26139356739,0.4701394350220847,-0.11944225991166117,-228.20824406620522,86.69447799025734,-314.90272205646255,54.57175925925926,38.58379746761309,811.0,1.0167582758193165,49381.339121741854,49527.59127360584,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,48848.0,48880.0,48293.0,49981.0
1.0,1437.0,0.029417785784474182,0.029417785784474182,0.03475594699152196,0.028743862520458352,0.041248214026877505,-0.005338161207047776,1,0.01802365223196522,0.014761554278543825,1.2209860758472373,50284,50384.0,48841.0,56.79562880837021,54.553821385378356,-2.2418074229918545,24.76099216390949,52840.09491114799,47984.90508885201,0.7293422174528768,0.9173688698115078,-147.9683262151957,39.761247295714526,-187.72957351091023,96.00645421540943,61.30384893600067,1543.0,1.031592309739768,50096.22608190869,49890.95136680452,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,50285.0,48596.0,48906.0,49181.0
0.0,1241.0,0.024679327831361286,0.024679327831361286,0.054823124795283285,0.06029302823277627,0.05357215883531663,-0.030143796963921998,1,0.012843001909999568,0.015961883880145508,0.80460439422032,51530,51773.0,49788.0,66.63183621711426,61.85007784123306,-4.781758375881196,23.130391498249914,52873.30464354751,47976.295356452494,0.6080659580112675,0.4322638320450694,13.753985647002992,34.55973557520741,-20.80574992820442,93.61427094105481,81.39749480524117,1985.0,1.039869044749739,50382.15072147176,50084.23861707461,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,51526.0,48848.0,48880.0,48293.0
1.0,-572.0,-0.011101191631409435,-0.011101191631409435,0.013304166252361638,0.04311333114968874,0.04243044189852707,-0.024405357883771073,0,0.02215282558210886,0.016477577728897182,1.344422459816945,50964,51547.0,50791.0,59.596316611714734,57.28495735410456,-2.311359257610171,22.91562473947969,52835.527774559676,47980.07222544033,0.8211233187548789,1.2844932750195155,95.41223744597664,46.73034712041564,48.68189032556101,78.82626680455016,89.48233065367147,756.0,1.0148845267862416,50910.43381455999,50426.567100105436,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50954.0,50285.0,48596.0,48906.0
0.0,1013.0,0.01988067668877802,0.01988067668877802,0.008558785855684592,0.03344933876901668,0.06936784920569594,0.011321890833093429,1,0.019421417689513835,0.017108744402551366,1.1351749276596586,51970,52286.0,50964.0,66.61868723786247,62.555955319074044,-4.06273191878843,22.71807295931761,52945.24541235717,47943.25458764283,0.7926334836057185,1.1705339344228738,237.82304365871823,84.94916571240589,152.87387794631235,91.80369989722507,88.08141254761001,1322.0,1.0259398791303664,51242.955876476335,50695.92383574802,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,51967.0,51526.0,48848.0,48880.0
0.0,-59.0,-0.001135335886235489,-0.001135335886235489,0.018722769556855257,0.007413732872724399,0.06264330167048815,-0.019858105443090746,0,0.015815958343269296,0.015766877759512424,1.0031128917535534,51908,52178.0,51516.0,65.86855810417403,62.07549289230937,-3.7930652118646577,23.10964439405237,53035.776918228825,47915.42308177117,0.7012360928386249,0.8049443713545007,342.0186236557929,136.36335786878738,205.65526578700553,89.02757619738752,86.55251429972093,662.0,1.0128503765820327,51330.63725100233,50843.212781951566,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,51908.0,50954.0,50285.0,48596.0
1.0,-402.0,-0.007744470987131047,-0.007744470987131047,-0.008871014297535007,0.010833300624092379,0.02428159490901849,0.0011265433104039602,0,0.014425106790192809,0.01432480717405868,1.0070018126537692,51507,52223.0,51006.0,60.63507922455457,58.763732789674975,-1.871346434879598,23.470323274799924,52980.07777203566,47934.32222796434,0.7776194739846087,1.1104778959384334,388.09420010322356,186.7097617760002,201.38443832722336,68.77502001601282,83.20209870354181,1217.0,1.0238599380465043,51506.42483402576,51027.721978880116,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,51506.0,51967.0,51526.0,48848.0
0.0,352.0,0.006834155244049178,0.006834155244049178,-0.0009632426600909572,-0.002097484942367278,0.006443348988860009,0.007797397904140135,0,0.007299883542975556,0.014164696663035815,0.5153575622996098,51835,52319.0,51507.0,63.49243500317006,60.7388938641011,-2.7535411390689575,23.147873300069662,52987.819179123406,47931.2808208766,0.523820643979404,0.09528257591761602,447.48427273580455,238.86485910334696,208.6194136324576,69.82984293193718,75.8774797151125,812.0,1.015764847496457,51197.616555988825,50946.31710553673,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,51858.0,51908.0,50954.0,50285.0
0.0,-1278.0,-0.024644220756681712,-0.024644220756681712,-0.017978487943152266,-0.025583725052015116,-0.007339953683714762,-0.006665732813529446,0,0.015753444283210336,0.01713490154165695,0.9193775782668999,50575,51835.0,50528.0,48.972931864525535,51.1579335707684,2.185001706242865,22.93189047341693,52854.87040914023,47946.12959085977,0.4377640801766721,-0.24894367929331143,388.12740493853926,268.71745762385046,119.4099473146888,2.9034059184812953,47.169422955477096,1307.0,1.02586684610513,50830.07770397006,50791.53081260408,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50580.0,51506.0,51967.0,51526.0
1.0,-485.0,-0.009588770264926882,-0.009588770264926882,-0.033996683250414605,-0.027394866617481473,-0.036022860661573675,0.024407912985487723,0,0.015744137678442134,0.017403951608382304,0.9046300537206303,50100,50575.0,49909.0,44.61688608116573,48.05966897016482,3.4427828889990906,21.62523746367477,52718.9843550916,47933.2156449084,0.6915888659744492,0.7663554638977972,298.9239149462737,274.75876355438885,24.165151391884876,7.717842323651452,26.817030391356642,666.0,1.013344286601615,50967.71846931899,50873.616711521245,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50095.0,51858.0,51908.0,50954.0
0.0,1148.0,0.022916458728416078,0.022916458728416078,0.013107947805456766,-0.011859308110609756,-0.01281112737920942,0.009808510922959313,0,0.024308005315476992,0.018499859116560546,1.3139562394676378,51243,51265.0,50100.0,55.2227573089458,55.00585413424228,-0.21690317470352483,20.24924857118873,52745.6657356915,47928.73426430849,0.668738128169101,0.6749525126764039,316.3040663244028,283.06784002541997,33.23622629898284,55.35269709543569,21.991315112522813,1165.0,1.023253493013972,51028.47897954764,50923.868515096874,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51243.0,50580.0,51506.0,51967.0
1.0,-93.0,-0.001814882032667886,-0.001814882032667886,0.02105998602654946,0.011269276393831573,-0.006911816099095303,-0.022874868059217346,0,0.01697381545203362,0.016431123117225215,1.0330283165025698,51186,51466.0,50612.0,54.275503364700505,54.37148999917777,0.09598663447726352,19.180887619783363,52725.905861416555,47933.094138583445,0.9157267414673657,1.662906965869465,318.9585559869738,290.24599421822,28.7125617687538,51.49377593360996,38.1881051175657,854.0,1.0168734687425907,51459.65265303958,51178.075467139424,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,51150.0,50095.0,51858.0,51908.0
1.0,1172.0,0.02291300097751714,0.02291300097751714,0.021056534551060713,0.044455534484479475,0.00894751050946807,0.0018564664264564268,1,0.014277648183800506,0.01616552906884803,0.8832156450304132,52322,52613.0,51186.0,63.22002220409531,60.5465851524278,-2.6734370516675057,18.373027223955766,52979.21813179254,47865.18186820745,1.0281151444371381,2.1124605777485543,410.09667525760597,314.21615981343473,95.88051544417124,89.23816568047337,65.36154623650634,1427.0,1.027878716836635,52014.10176869976,51531.69950658862,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,52322.0,51243.0,50580.0,51506.0
1.0,801.0,0.015309047819273003,0.015309047819273003,0.03857282502443793,0.03668793786468405,0.05027678924476087,-0.023263777205164926,1,0.012665683791070791,0.016007165567702177,0.7912508768339643,53124,53312.0,52322.0,68.02870090680257,64.12049353629826,-3.9082073705043143,18.525392347394252,53387.33014161993,47732.869858380065,1.0618396523920257,2.2473586095681024,540.2085649131186,359.41468516395616,180.79387974916244,94.44607699089039,78.39267286832457,990.0,1.0189212950575284,52588.4011791378,51932.66452878403,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,53123.0,51150.0,50095.0,51858.0
0.0,614.0,0.011558082186623464,0.011558082186623464,0.027044073238790656,0.05057673509286409,0.072701866453738,-0.015485991052167192,1,0.0057853842793410435,0.015307718160430486,0.377939038249078,53738,54146.0,53122.0,71.26811719311183,66.61685036698202,-4.651266826129813,19.13453751016313,53894.15270173233,47601.64729826767,0.973754062786915,1.895016251147661,684.597456122734,424.4512903858851,260.1461657368489,89.89125061789422,91.19183109641932,1024.0,1.0192763826663154,52968.60078609391,52259.271841898924,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,53737.0,52322.0,51243.0,50580.0
0.0,-8.0,-0.00014887321584755586,-0.00014887321584755586,0.011407488281911737,0.026891173884790343,0.048513943367874734,-0.011556361497759293,0,0.008062979915440546,0.01527796181842076,0.5277523279132003,53732,54002.0,53436.0,71.16242780769961,66.5518782796442,-4.610549528055415,20.192474668677484,54297.23254470633,47653.36745529368,0.9042375881894115,1.6169503527576443,789.268025738842,497.4146832563405,291.8533424825015,88.20033955857386,90.84588905578615,566.0,1.0105921101878883,53199.40052406344,52514.13205850201,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,53729.0,53123.0,51150.0,50095.0
1.0,-68.0,-0.0012656107502465597,-0.0012656107502465597,-0.0014142955505517252,0.010127440091862283,0.049090909090909074,0.0001486848003051655,0,0.00710336784038988,0.014877486785440453,0.4774575130082754,53638,54458.0,53508.0,70.16738260131504,65.96297151276997,-4.204411088545072,21.171177430317314,54520.246648049164,47967.15335195083,0.8905483844589536,1.5621935378358134,856.8736426509713,569.3065112370521,287.56713141391924,75.64180929095355,84.57779982247386,950.0,1.0177543544890484,53400.60034937611,52748.472099120765,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,53661.0,53737.0,52322.0,51243.0
1.0,142.0,0.002646242149792144,0.002646242149792144,0.0013772822870330437,0.001228204030742308,0.028305492909292518,0.0012689598627591003,1,0.0020150420069861255,0.014854237427614698,0.13565435565477574,53803,54002.0,53292.0,71.11619090240242,66.6270882757244,-4.489102626678019,22.38166548897412,54761.43686185858,48215.663138141426,0.916367890953049,1.6654715638121969,911.3248914573414,637.7102147612384,273.61467669610306,69.33520599250936,77.72578494734559,710.0,1.0133228251895219,53671.73356625117,53014.93210344729,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,53803.0,53729.0,53123.0,51150.0
1.0,411.0,0.00763897923907586,0.00763897923907586,0.01030543597771194,0.009026782556905921,0.020537243755059054,-0.0026664567386360805,1,0.004463215201925467,0.01099520412559257,0.4059238146872447,54214,54413.0,53556.0,73.82670413452678,68.5403934746439,-5.286310659882872,23.189043873625927,55002.33652406077,48508.16347593923,0.8826122250805626,1.5304489003222514,976.1993312386257,705.4080598139644,270.7912714246613,81.73652694610779,75.57118074319023,857.0,1.0160019418925983,53861.15571083432,53237.67198499146,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,54214.0,53661.0,53737.0,52322.0
0.0,26.0,0.00047958092005750963,0.00047958092005750963,0.008122223667825113,0.01078995918823722,0.009360403446414978,-0.007642642747767603,1,0.0036714853673844154,0.009689125824806208,0.37892844347057997,54240,54866.0,54004.0,74.00034371226673,68.66278932631965,-5.337554385947072,24.236924913136214,55104.50231194558,48970.397688054414,0.817006330871233,1.268025323484932,1017.9535877609596,767.9171814750893,250.03640628587038,60.2287166454892,70.4334831947021,862.0,1.0159617806088437,53901.43714055624,53373.004482588716,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,54240.0,53803.0,53729.0,53123.0
1.0,-258.0,-0.004756637168141564,-0.004756637168141564,-0.004279337440513564,0.003326952028697372,0.00470881646782928,-0.000477299727628,0,0.006222623646453638,0.00888098865933308,0.7006678969141851,54037,54625.0,53773.0,68.89771459274124,65.9220050039452,-2.975709588796036,25.51403375912272,55084.09935060614,49504.20064939386,0.9704117656167713,1.8816470624670856,1018.5691136473397,818.0475782207639,200.52153542657584,43.83735705209657,61.93420021456452,852.0,1.015844382868726,54240.62476037099,53654.09479967824,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,53982.0,54214.0,53661.0,53737.0
0.0,937.0,0.017357637731095554,0.017357637731095554,0.0125184365781712,0.013004021101560514,0.023443469186187338,0.004839201152924355,1,0.011556584961994899,0.009246894074280363,1.2497801823142747,54919,54960.0,54037.0,75.73413117810057,70.523820298767,-5.210310879333562,26.318317735888158,55382.148250312304,49669.55174968769,0.87603741131815,1.5041496452726006,1081.8644474229732,870.8109607434443,211.05348667952887,97.54196642685851,67.20268004148141,923.0,1.0170808890204859,54385.08317358071,53839.532229202276,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,54919.0,54240.0,53803.0,53729.0
0.0,-245.0,-0.004461115460951626,-0.004461115460951626,0.012819087844096133,0.008001474926253582,0.016188688363102388,-0.01728020330504776,0,0.012683233540478537,0.00804310729606158,1.5769071670458827,54672,54919.0,54316.0,71.13477348919294,67.94040368450135,-3.19436980469159,27.311078232384112,55652.281093063735,49714.218906936265,0.7141691952925432,0.8566767811701717,1099.6481933270843,916.5784132850165,183.0697800420678,79.62962962962963,73.66965103619489,603.0,1.0111017011561971,54241.72211572044,53860.52638049759,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,54674.0,53982.0,54214.0,53661.0
