target,delta,return,return_1d,return_2d,return_3d,return_5d,momentum_aceel,momentum_consistency,vol_3d,vol_10d,vol_regime,open,high,low,rsi_9,rsi_14,rsi_divergence,macd,macd_signal,macd_hist,stoch_k,stoch_d,volatilidade,volatilidade_relativa,ema_5,ema_10,ema_cross,target_lag1,target_lag2,target_lag3,target_lag4,target_lag5,target_lag6,target_lag7,close_lag1,close_lag3,close_lag5,close_lag7
1.0,1421.0,0.023757377158811543,0.023757377158811543,0.038093139166256895,0.04091658592143066,0.020362594147837143,-0.014335762007445352,1,0.01052802478051831,0.02761351856916983,0.38126342914780614,61234,61616.0,59820.0,50.34830711554573,49.85256350319823,-0.4957436123474963,-488.4865223938323,-283.4774864489994,-205.00903594483287,78.95778364116094,64.0521318310273,1796.0,1.0300234035439653,60751.98593281196,60964.84023747852,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,61234.0,58987.0,61933.0,61991.0
0.0,181.0,0.0029558741875428396,0.0029558741875428396,0.02678347516426194,0.04116161188058376,-0.008363877092987582,-0.0238276009767191,1,0.01040744612620028,0.02438839115359277,0.4267377073238023,61418,61849.0,60759.0,46.81647945319977,47.56817621554257,0.751696762342803,-477.6298311564242,-322.309308481998,-155.32052267442617,64.59982409850484,72.84520668425681,1090.0,1.0179397290936323,60755.323955234475,60927.95658081868,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,61415.0,59813.0,58827.0,60012.0
0.0,-653.0,-0.010632581616868864,-0.010632581616868864,-0.007708136002874233,0.01586611606172572,0.032893059309500705,-0.0029244456139946307,0,0.017320594300837145,0.02456713060383992,0.7050312297411682,60762,62200.0,60679.0,45.125877650685375,46.47930856840992,1.3534309177245447,-487.7765888864815,-355.40368709952605,-132.37290178695542,60.054844606946986,67.87081744887092,1521.0,1.0250663326686333,60654.215969621146,60841.41208351798,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,60762.0,61234.0,58987.0,61933.0
1.0,-310.0,-0.0051018728810769964,-0.0051018728810769964,-0.015680208418138886,-0.01277068295391448,0.024835980809330804,0.01057833553706189,0,0.006833278350475581,0.0245475676499605,0.27836885706623465,60449,61062.0,60192.0,48.60150726691238,48.58885253696881,-0.012654729943569976,-449.9297589163689,-374.3093230726653,-75.6204358437036,61.572052401746724,62.07557370239951,870.0,1.0144537480063796,60758.81064678318,60864.42957789022,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,60452.0,61415.0,59813.0,58827.0
1.0,516.0,0.008535697743664361,0.008535697743664361,0.0033902768177478393,-0.007278352194089344,0.01931018340494539,0.005145420925916522,0,0.009865723535794867,0.024784340120187327,0.3980627883555811,60965,60982.0,59917.0,58.86581704725793,55.242046987138785,-3.623770060119142,-274.07254631449905,-354.26161005788026,80.18906374338121,124.15966386554622,81.92885362474664,1065.0,1.0177745881803162,61430.87376610315,61211.82465909561,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60968.0,60762.0,61234.0,58987.0
1.0,1807.0,0.029638498884660747,0.029638498884660747,0.03842718189638061,0.033129258418090224,0.02516575758565498,-0.008788683011719867,1,0.017503356720749878,0.023988250533207748,0.7296637450288168,62775,62788.0,60965.0,61.67253713846297,57.186919860067924,-4.485617278395047,-87.14833277053549,-300.83819211591134,213.68985934537585,120.0626959247649,101.93147073068594,1823.0,1.0299024030181252,62075.24917841269,61603.14644661518,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,62775.0,60452.0,61415.0,59813.0
1.0,589.0,0.009382716049382678,0.009382716049382678,0.03929930455320818,0.048170449282075145,0.03173491817959784,-0.029916588503825503,1,0.011946703829066622,0.022128737899755856,0.5398728062660288,63367,63816.0,62775.0,65.33631427780495,59.77852727592201,-5.557787001882936,123.76457531579217,-215.9166689971872,339.6812443129794,109.20748909976918,117.80994963002676,1041.0,1.0165830346475508,62775.16611967359,62070.77298092153,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,63364.0,60968.0,60762.0,61234.0
1.0,811.0,0.012799065715548341,0.012799065715548341,0.02230187176423737,0.05260136465030829,0.05616997465521223,-0.009502806048689028,1,0.010843851504950196,0.012217698129640192,0.8875527443784982,64177,64731.0,62793.0,66.53875060653633,60.6360092156401,-5.9027413908962245,308.80189678465103,-110.9719972357595,419.7738940204105,94.07976734524304,107.78331745659237,1938.0,1.030863312789642,63332.11074683727,62502.64513140335,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,64175.0,62775.0,60452.0,61415.0
0.0,271.0,0.004222828204129225,0.004222828204129225,0.017075942175367675,0.02661887694145748,0.06606894726394485,-0.01285311397123845,1,0.004317555972796432,0.012143531595693948,0.3555436850287787,64447,64630.0,63906.0,64.04849859399681,59.28002526272045,-4.768473331276361,429.0101391767457,-2.974780762714958,431.98491993946067,88.47112588284172,97.25279410928464,724.0,1.011329139673896,63613.40716468889,62806.898787195285,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,64446.0,63364.0,60968.0,60762.0
1.0,-270.0,-0.004189554045247235,-0.004189554045247235,1.5582391897250858e-05,0.012814847547503394,0.052617766697283797,-0.0042051364371444855,0,0.008494441578063406,0.012655372376056573,0.6712122982753577,64180,65409.0,63919.0,65.97957111586702,60.560518928863694,-5.419052187003324,546.8831881242368,106.99745591309122,439.8857322111455,80.44554455445545,87.66547926084672,1490.0,1.0233107526713496,63922.27144322161,63122.01429816611,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,64176.0,64175.0,62775.0,60452.0
0.0,364.0,0.005671902268760798,0.005671902268760798,0.0014585854824193945,0.005687573042461924,0.028116288331342165,0.004213316786341403,1,0.005324727088272606,0.011228040932056805,0.4742347414382998,64540,64833.0,63453.0,56.08275899138496,55.11023917118246,-0.9725198202024998,549.3140360650941,195.4611856711266,353.8528503939675,26.65148063781321,65.18938369170345,1380.0,1.0217483806912202,63773.84762878376,63186.558191997035,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,64540.0,64446.0,63364.0,60968.0
1.0,-1063.0,-0.01647040594979854,-0.01647040594979854,-0.010891922213911776,-0.015035843962387108,0.001783347010920977,-0.005578483735886763,0,0.01109316198821218,0.013192740496468966,0.8408534975110942,63475,64621.0,63167.0,56.42860009911107,55.31395396030889,-1.114646138802179,548.8844693032734,266.14610686124377,282.7383624420296,28.058103975535168,45.05170972260127,1454.0,1.0230183481881363,63691.565085844515,63248.457517765375,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,63477.0,64176.0,64175.0,62775.0
0.0,50.0,0.0007876868787120017,0.0007876868787120017,-0.015695692593740262,-0.010112814759411615,-0.010097389949357272,0.016483379472452264,0,0.011633136158545554,0.012309131332251689,0.9450818132117146,63526,63646.0,62712.0,48.35740296739132,50.650333899984105,2.292930932592782,468.00437469789904,306.51788126756753,161.4864934303315,-4.708935854653318,16.666882919565015,934.0,1.0148934813113917,63322.710057195814,63127.827578316115,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,63527.0,64540.0,64446.0,63364.0
0.0,-942.0,-0.014828340705526744,-0.014828340705526744,-0.014052333916221627,-0.030291292221877875,-0.028876889178537035,-0.000776006789305117,0,0.009525391189304164,0.013482906039092508,0.7064790900185853,62592,63526.0,62459.0,45.03413137410311,48.62558655407758,3.591455179974467,365.2114386108806,318.25662084492706,46.95481776595352,-10.372881355932204,4.325428921649877,1067.0,1.0170832065835187,62932.80670477335,62950.58463780111,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,62585.0,63477.0,64176.0,64175.0
1.0,-432.0,-0.006902612447072021,-0.006902612447072021,-0.021628598863475346,-0.020857948548293037,-0.03152268760907506,0.014725986416403325,0,0.007808309565869877,0.013730822006309101,0.5686702196184671,62151,62733.0,61466.0,49.25693863609818,50.90077339105823,1.6438347549600536,317.2450998369459,318.0543162557923,-0.8092164188464039,34.21443421443421,6.377539001282892,1267.0,1.0206130218332086,62827.87113651128,62890.11426745887,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,62153.0,63527.0,64540.0,64446.0
1.0,465.0,0.007481537496178747,0.007481537496178747,0.0005272828952624931,-0.014308876540683468,-0.02977998140687943,0.006954254600916254,0,0.011309668455144367,0.010079584196587202,1.12203720258358,62625,62825.0,62151.0,60.51503276275745,57.57563984533758,-2.939392917419873,397.29639296865935,333.90275588602873,63.39363708263062,85.13470681458003,36.325419891027344,674.0,1.010844556000708,63269.247424352856,63119.54939110751,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,62618.0,62585.0,63477.0,64176.0
1.0,1534.0,0.024497748251301577,0.024497748251301577,0.032162566569594375,0.025037948390189246,0.010633772862611579,-0.007664818318292799,1,0.015718555118291712,0.012515868279445804,1.2558901042531363,64150,64314.0,62625.0,62.92784327864823,59.135665275086595,-3.792178003561638,487.11097871427773,364.54443801827153,122.5665406960062,108.3567415730337,75.90196086734932,1689.0,1.0269700598802396,63696.831616242984,63379.996214006496,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,64152.0,62153.0,63527.0,64540.0
1.0,400.0,0.006235191420376651,0.006235191420376651,0.030885687821393226,0.03859829774910306,0.016134871786799287,-0.024650496401016575,1,0.010203151384141004,0.012008022740874804,0.8496945420839275,64554,64945.0,63599.0,65.14993253174941,60.583416550631014,-4.5665159811184,581.2751580990443,407.8906245482421,173.38453355080225,99.36763437769474,97.61969425510283,1346.0,1.0211638547775908,64105.5544108336,63660.543465310846,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,64552.0,62618.0,62585.0,63477.0
1.0,371.0,0.005747304498698647,0.005747304498698647,0.012018331462775977,0.036810501772653215,0.03735719421586636,-0.006271026964077331,1,0.010687517302681016,0.012067940432748765,0.8856123679296846,64922,65384.0,64554.0,67.99989862753465,62.47438463881097,-5.525513988723681,687.2145502061758,463.75545351348063,223.45909669269514,100.74017355793772,102.82151650288871,830.0,1.0128574526752796,64541.36960722591,63979.172956134185,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,64923.0,64152.0,62153.0,63527.0
0.0,490.0,0.007547402307348738,0.007547402307348738,0.013338084025281916,0.01965644095273733,0.05245120911299539,-0.005790681717933177,1,0.0009309746846667932,0.012099133827673872,0.07694556469302054,65413,65689.0,64922.0,62.53978304783247,59.55452776581982,-2.985255282012652,725.5239302281407,516.1091817193804,209.41474850876023,79.05596382136801,93.05459058566682,767.0,1.011814177012415,64676.91307148467,64155.32379362551,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,65413.0,64552.0,62618.0,62585.0
0.0,-465.0,-0.0071086787030101295,-0.0071086787030101295,0.00038507154629319196,0.006134589168422355,0.037209747995784026,-0.0074937502493033215,0,0.007992886074353141,0.012338096711102815,0.6478216423089387,64946,65689.0,64914.0,58.32485877777268,57.24934803618254,-1.0755107415901435,717.7695785320539,556.4412813354105,161.32829719664335,63.674934725848566,81.15702403505144,775.0,1.0119388729703915,64643.27538098966,64231.8105421129,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,64948.0,64923.0,64152.0,62153.0
1.0,-372.0,-0.005727659050317135,-0.005727659050317135,-0.012795621665418144,-0.005344793062550979,0.006609302905599135,0.007067962615101009,0,0.008092539567539178,0.01108070025471016,0.7303274505687688,64576,65086.0,64223.0,62.940043645747195,59.988745968901064,-2.9512976768461314,751.9662369346333,595.5462881650859,156.41994876954743,75.98086124401914,72.9039199304119,863.0,1.0134375535244382,64824.51692066021,64405.481660117206,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,64576.0,65413.0,64552.0,62618.0
1.0,611.0,0.009461719524281431,0.009461719524281431,0.003679866970499379,-0.0034549707244737604,0.00983703061098029,0.005781852553782052,0,0.009194224039894365,0.011331664944189074,0.8113745054392207,65191,65253.0,64172.0,66.31269250243433,62.090974688840824,-4.221717813593507,809.1380654492023,638.2646573510638,170.8734080981385,99.27488464073829,79.64356020353533,1081.0,1.0168453531135075,65109.01128044059,64636.848966155754,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,65187.0,64948.0,64923.0,64152.0
0.0,491.0,0.007532176660990597,0.007532176660990597,0.01706516352824572,0.011239761039600893,0.011629160698057639,-0.009532986867255122,1,0.00826905476495173,0.00957099036770331,0.8639706495636149,65678,66025.0,65191.0,47.838796896850106,51.1700830648154,3.3312861679652954,697.6941625351828,650.1505614438734,47.54360109130948,-18.672423097679438,52.194440929026,834.0,1.0127931769722816,64681.340853626614,64489.421706670815,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,65678.0,64576.0,65413.0,64552.0
1.0,-1852.0,-0.028198178994488288,-0.028198178994488288,-0.02087839599920227,-0.011614222001982144,-0.024261232476724848,-0.007319782995286017,0,0.0212078971430154,0.013881513642467124,1.527779872515846,63826,65678.0,63706.0,69.02580696685551,65.45214049160668,-3.573666475248828,923.387539172254,704.7979682298691,218.58957094238497,179.47391116860715,86.692124237222,1972.0,1.0309546981446018,65743.56056908517,65103.70926476961,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,63826.0,65187.0,64948.0,64923.0
1.0,4042.0,0.06332842415316642,0.06332842415316642,0.0333444989189684,0.04112783223648897,0.04495904415840357,0.029983925234198017,1,0.046128441395057326,0.023734853572681954,1.9434896134412922,67869,68038.0,63826.0,73.51165824283831,69.06354044066882,-4.448117802169492,1208.663118176104,805.5710148013669,403.0921033747371,130.6555863342567,97.15235813506148,4212.0,1.0659919155203208,66951.04037939069,65878.67183147861,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,67868.0,65678.0,64576.0,65413.0
