ds,close,target,delta,return,return_1d,return_2d,return_3d,return_5d,momentum_aceel,momentum_consistency,vol_3d,vol_10d,vol_regime,open,high,low,rsi_9,rsi_14,rsi_divergence,adx,bb_upper,bb_lower,bb_position,z_score,macd,macd_signal,macd_hist,stoch_k,stoch_d,volatilidade,volatilidade_relativa,ema_5,ema_10,ema_cross,target_lag1,target_lag2,target_lag3,target_lag4,target_lag5,target_lag6,target_lag7,close_lag1,close_lag3,close_lag5,close_lag7,daily_return
2018-03-13,86384,0.0,529.0,0.0061247409431406385,0.0061247409431406385,0.022533388244984298,0.016564503298863054,0.010194947862780968,-0.01640864730184366,1,0.011084945151268214,0.009312728911270041,1.1903004218079922,86902,87046.0,86386.0,62.80031803319533,61.668232103592416,-1.1320859296029155,20.20634554615283,88527.99487539547,82510.30512460452,0.6437179442303972,0.5748717769215881,1006.2583737595996,1191.4238603052286,-185.16548654562894,94.48848622121555,69.41642973393341,660.0,1.0076401268724098,86228.98377156006,86018.7079552379,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,86900.0,84985.0,85653.0,85761.0,-0.0059
2018-03-14,86051,0.0,-516.0,-0.00593785960874571,-0.00593785960874571,0.00015051348253458663,0.016461728540330567,0.008534435454683464,-0.006088373091280297,0,0.011136521630846023,0.009140292734457465,1.2183987925094664,86383,87333.0,86119.0,57.198822804666875,58.392986565521106,1.1941637608542308,19.61194842002322,87891.03620346522,83695.76379653477,0.5614024489981768,0.24560979599270658,974.6013594680262,1148.0593601377882,-173.458000669762,67.67711171662125,80.02205014134155,1214.0,1.014096773069822,86169.6558477067,86024.57923610373,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,86384.0,86371.0,85484.0,86023.0,-0.0039
2018-03-15,84928,0.0,-333.0,-0.0038548805334320813,-0.0038548805334320813,-0.009769850402761793,-0.003704947262391345,0.006632820176875276,0.0059149698693297115,0,0.006447712497703133,0.006933297323382691,0.9299633633131651,86051,86970.0,85691.0,53.7200535847107,56.3143403363692,2.594286751658501,19.261474003182013,87730.33748017752,84107.26251982249,0.2265306374166458,-1.0938774503334199,912.1281846302736,1100.8731250362853,-188.74494040601166,54.89092188599578,72.35217327461088,1279.0,1.0149257214876708,85755.7705651378,85825.20119317577,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,86051.0,86900.0,84985.0,85653.0,-0.0131
2018-03-16,84886,0.0,-1123.0,-0.013050400343982083,-0.013050400343982083,-0.016854973143174634,-0.022692750287687025,-0.0006707065952815672,0.0038045727991925515,0,0.0048215596046092,0.00821491480094968,0.5869275240750892,84928,86051.0,84720.0,43.64851075726518,49.86735827572231,6.218847518457132,18.538903671719776,87661.27232750277,84240.02767249722,0.1888120823390024,-1.2447516706439887,763.2032962573285,1033.339159280494,-270.1358630231655,7.960199004975125,43.5094108691974,1331.0,1.0157105760151086,85465.84704342521,85654.43733987109,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,84928.0,86384.0,86371.0,85484.0,-0.0005
2018-03-19,83913,0.0,-42.0,-0.0004945365486058728,-0.0004945365486058728,-0.01353848299264393,-0.017341174291535477,-0.017193270889534706,0.013043946444038057,0,0.0064999898965383196,0.008028027540708997,0.8096621322706962,84886,85495.0,84525.0,43.306894394701196,49.63847707307012,6.331582678368925,17.382060820545583,87622.66316384343,84314.73683615656,-0.12144673017475638,-2.4857869206990237,634.4763518482359,953.5665977940423,-319.0902459458064,12.856125356125355,25.235748749032098,970.0,1.0114758947057083,84948.23136228348,85337.81236898544,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84886.0,86051.0,86900.0,84985.0,-0.0115
2018-03-20,84164,1.0,-973.0,-0.011462431967580011,-0.011462431967580011,-0.011951299924642056,-0.024845731019976558,-0.03437284234752591,0.0004888679570620447,0,0.006836983851743794,0.008512087985970338,0.8032087853194824,83919,84886.0,83678.0,35.96981091125997,44.53840136913538,8.568590457875409,16.463970288368948,87748.46038360984,84100.93961639015,0.01728856054133256,-1.9308457578346678,448.77317486848915,852.6079132089318,-403.83473834044264,6.429548563611491,9.081957641570666,1208.0,1.0144362914983627,84686.82090818898,85124.39193826081,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,83913.0,84928.0,86384.0,86371.0,0.003
2018-03-21,84977,1.0,251.0,0.002991193259685554,0.002991193259685554,-0.008505525057135421,-0.008995855312735501,-0.025699203556214134,0.011496718316820975,0,0.007542682153674963,0.00864697035710958,0.8722918944059215,84166,84412.0,83682.0,38.970491018685436,46.07752517283984,7.107034154154405,16.258302760390407,87829.49854618947,83855.90145381053,0.28213694547433005,-0.871452218102679,318.1878005981125,745.7238906867681,-427.53609008865556,14.763061968408262,11.349578629381712,730.0,1.00872350087235,84783.54727212599,85097.59340403158,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84164.0,84886.0,86051.0,86900.0,0.0097
2018-03-22,84768,0.0,813.0,0.009659711990875008,0.009659711990875008,0.012679799315958196,0.001072026011356364,-0.012480970587209872,-0.0030200873250831872,1,0.010797541307169261,0.009361858460903831,1.1533544704036065,84984,85145.0,84080.0,47.87220465242757,50.83662053525712,2.964415882829549,16.06732577012462,87809.78093643852,83768.11906356148,0.24739351481838884,-1.010425940726446,277.1059512341599,652.0003027962465,-374.8943515620866,54.740834386852086,25.311148306290622,1065.0,1.0126665080875357,84778.36484808399,85037.66733057129,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,84977.0,83913.0,84928.0,86384.0,-0.0025
2018-03-23,84377,0.0,-209.0,-0.0024594890382103607,-0.0024594890382103607,0.007176464996910825,0.010189124450323606,-0.0018839487565938118,-0.009635954035121186,0,0.006069790127675941,0.009209804392985653,0.6590574423381672,84766,85499.0,84197.0,45.93452818007516,49.62410393664667,3.6895757565715073,15.119391763427299,87716.6763931196,83669.4236068804,0.174828811169241,-1.300684755323037,225.08904986655398,566.6180522103081,-341.5290023437541,59.85722130697419,43.12037255407819,1302.0,1.0154637338622516,84644.57656538933,84917.54599774015,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,84768.0,84164.0,84886.0,86051.0,-0.0046
2018-03-26,85088,1.0,-391.0,-0.004612589656474153,-0.004612589656474153,-0.007060734080986619,0.0025307732522219517,-0.005996277360224345,0.002448144424512466,0,0.0076942561928651934,0.007194233138179628,1.0695033153751934,84377,85450.0,84042.0,42.32861787805874,47.34882132750678,5.02020344944804,14.196626892254216,87504.61384213803,83589.88615786197,0.38268660375927843,-0.46925358496288605,150.5790667453257,483.4102551173116,-332.8311883719859,38.38550247116969,50.994519388332,1408.0,1.0167535279979059,84792.38437692622,84948.53763451467,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,84377.0,84977.0,83913.0,84928.0,0.0084
2018-03-27,83808,0.0,711.0,0.008426466928191267,0.008426466928191267,0.0037750094375235133,0.0013062358049824585,0.014002597928807203,0.004651457490667754,1,0.006989955605401446,0.007523359141790261,0.9291003491477763,85103,85553.0,84357.0,50.30860537614854,51.68678705360308,1.3781816774545348,13.186128799929877,87113.96554847274,83724.03445152726,0.024769101811065893,-1.900923592755731,147.20424729996012,416.1690535538413,-268.9648062538812,75.1469802244789,57.79656800087427,1196.0,1.0141778394205578,84464.25625128414,84741.167155512,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,85088.0,84768.0,84164.0,84886.0,-0.015
2018-03-28,83874,1.0,-1280.0,-0.015043249341857856,-0.015043249341857856,-0.006743543856738254,-0.011325028312570762,-0.004229836984934177,-0.008299705485119602,0,0.011758991169079882,0.008526362887810956,1.3791333214177641,83806,85296.0,83542.0,39.29613843274872,44.56771428726923,5.271575854520513,12.352116638944018,86945.65936920312,83579.64063079687,0.08745030615679297,-1.650198775372825,40.77435460287961,341.090113763649,-300.3157591607694,13.22725012431626,42.25324427332162,1754.0,1.020995427449666,84267.50416752275,84583.50039996437,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,83808.0,84377.0,84977.0,83913.0,0.0008
2018-03-29,85366,1.0,66.0,0.0007875143184421507,0.0007875143184421507,-0.014267581797668294,-0.005961340175640317,-0.012979982818880353,0.015055096116110445,0,0.011970757820893274,0.00860010581663721,1.3919314571380528,83874,83889.0,82889.0,40.05727971202516,44.988456777524796,4.931177065499639,12.190230896884396,86981.32260344474,83395.97739655524,0.5494652508381104,0.19786100335244117,-37.81059670797549,265.3099716693241,-303.1205683772996,36.974474474474476,41.78290160775655,1000.0,1.0120643269915188,84633.66944501517,84725.7730545163,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,83874.0,85088.0,84768.0,84164.0,0.0178
2018-04-02,84666,0.0,1492.0,0.01778858764336988,0.01778858764336988,0.01859011072928607,0.0032672057164346846,0.007054548886372247,-0.0008015230859161893,1,0.01641939448788333,0.009845800153787821,1.6676546579676974,85365,85708.0,83874.0,54.55026173798671,53.56827315124172,-0.9819885867449898,12.626739013644878,86980.46377682497,83395.63622317504,0.3543723534292542,-0.5825105862829847,20.070830005279277,216.26214333651512,-196.19131333123585,87.86803831145797,46.02325430341623,1834.0,1.0218661325321314,84644.44629667678,84714.90522642243,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,85366.0,83808.0,84377.0,84977.0,-0.0082
2018-04-03,84623,0.0,-700.0,-0.008199985942881294,-0.008199985942881294,0.00944273553186914,0.010237686139747959,0.0034251039975348174,-0.017642721474750434,0,0.013198595961912262,0.010231307781817047,1.2900204200061933,84669,85675.0,84166.0,48.3766560145908,49.65532666558772,1.2786706509969221,12.219132354242344,86918.90691141383,83347.69308858618,0.35710740792441453,-0.57157036830234,9.350342900201213,174.87978324925234,-165.52944034905113,63.03653777935438,62.626350188428944,1509.0,1.017928854882019,84637.29753111785,84698.1951852547,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,84666.0,83874.0,85088.0,84768.0,-0.0005
2018-04-04,84360,0.0,-43.0,-0.0005078780147874662,-0.0005078780147874662,-0.008703699365086748,0.008930061759305552,-0.005464930424971759,0.008195821350299282,0,0.013350000855215682,0.0094495231425558,1.4127697931225898,84610,85411.0,84210.0,48.00123601095143,49.416532545136846,1.4152965341854156,11.840640456225705,86811.42393875458,83315.17606124542,0.29884149389857995,-0.8046340244056803,-2.5856551781325834,139.38669556377536,-141.97235074190795,61.51117417523945,70.80525008868393,1201.0,1.0142619641372759,84544.86502074523,84636.70515157204,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,84623.0,85366.0,83808.0,84377.0,-0.0031
2018-04-05,85210,1.0,-263.0,-0.0031079021069921886,-0.0031079021069921886,-0.003614201686627405,-0.011784551226483586,0.0065864833906070785,0.0005062995796352165,0,0.003912756220560288,0.009495055187605163,0.4120835680521369,84374,84610.0,82826.0,45.5680153582689,47.89927704337491,2.331261685106007,11.489183693781683,86750.58093771132,83246.71906228867,0.5603191585497393,0.2412766341989578,-32.887811448279535,104.93179416136438,-137.81960560964393,53.22692574600971,59.258212566867854,1784.0,1.0215391302248087,84766.57668049682,84740.94057855893,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,84360.0,84666.0,83874.0,85088.0,0.0101
2018-04-06,84820,0.0,850.0,0.01007586533902316,0.01007586533902316,0.006936648428914172,0.006425247442893189,0.015928654887092497,0.0031392169101089884,1,0.006983163952559742,0.00954156431886308,0.7318678278733037,85210,86148.0,84374.0,54.03900573533405,52.9294569883535,-1.1095487469805505,11.38143247536682,86725.14629563798,83244.75370436201,0.45260592140856054,-0.18957631436575706,11.552240607270505,86.25588345054561,-74.7036428432751,71.76399759181216,62.16736583768711,1774.0,1.0210254343755185,84784.38445366455,84755.31501882095,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,85210.0,84623.0,85366.0,83808.0,-0.0046
2018-04-09,83307,0.0,-390.0,-0.0045769275906584195,-0.0045769275906584195,0.0054528212422948474,0.00232797230067483,-0.006395989035447358,-0.010029748832953267,0,0.008069222397298579,0.009633026130987475,0.8376622556168035,84832,85210.0,83833.0,50.02082837491456,50.51939465932287,0.4985662844083123,11.080306318007732,86718.45907451863,83234.94092548137,0.02068571812624243,-1.9172571274950319,15.127184632481658,72.03014368693282,-56.90295905445116,60.02408187838651,61.67166840540279,1377.0,1.0164255126262927,84291.9229691097,84491.98501539897,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,84820.0,84360.0,84666.0,83874.0,-0.0178
2018-04-10,84510,1.0,-1513.0,-0.017837774109879745,-0.017837774109879745,-0.022333059500058705,-0.012482219061166422,-0.016051307490610123,0.00449528539017896,0,0.01396260277986526,0.011142015133402083,1.2531487897559463,83312,85110.0,83155.0,37.7650977001861,42.44489994691278,4.67980224672668,10.382406444917178,86587.74207671372,83059.25792328628,0.4111516485923631,-0.3553934056305477,-102.93947956011107,37.03621903752403,-139.9756985976351,14.479229379891631,48.75576961669677,1955.0,1.023510312067825,84364.6153127398,84495.2604671446,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,83307.0,85210.0,84623.0,85366.0,0.0144
2018-04-11,85246,1.0,1203.0,0.014440563217976932,0.014440563217976932,-0.0036547983966045416,-0.008214998239643223,-0.0013353343653617067,0.018095361614581473,0,0.01622449828558533,0.011859720897693939,1.3680337358310093,84494,84538.0,83312.0,48.952769884986736,49.3735141778732,0.42074429288646087,10.026851447027672,86175.51465110111,83232.48534889889,0.6841639835507005,0.7366559342028056,-98.30294034279359,9.968387161460496,-108.27132750425409,50.69235400361228,41.73188842063014,1226.0,1.0147157672364124,84658.4102084932,84631.7585640274,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,84510.0,84820.0,84360.0,84666.0,0.0087
2018-04-12,85444,1.0,736.0,0.008709028517335238,0.008709028517335238,0.023275355012183807,0.00502240037726942,0.010502607871028857,-0.01456632649484857,1,0.01722147051601509,0.01099682290893302,1.5660405426757957,85246,85417.0,84340.0,54.573349977308396,53.093906215310255,-1.4794437619981409,9.696693234701703,85919.6481936836,83374.5518063164,0.8131119135430289,1.2524476541721177,-34.83781200621161,1.0071473279260732,-35.84495933413768,69.86301369863014,45.01153236071135,1077.0,1.0127697415224093,84920.2734723288,84779.43882511334,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,85246.0,83307.0,85210.0,84623.0,0.0023
2018-04-13,84334,0.0,198.0,0.002322689627665797,0.002322689627665797,0.011051946515205247,0.0256521060655166,0.0027461565543949185,-0.00872925688753945,1,0.0060618846737780984,0.010992498036290033,0.5514565164138054,85441,85577.0,85025.0,56.038301720014985,54.07173545238562,-1.9665662676293678,9.284811961330904,85771.85234223506,83461.64765776494,0.37760824748528543,-0.48956701005885983,31.07746303816384,7.02121046997363,24.05625256819021,94.50867052023122,71.68801274082455,552.0,1.0064922081740664,84724.84898155254,84698.44994782,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,85444.0,84510.0,84820.0,84360.0,-0.013
2018-04-16,82862,0.0,-1110.0,-0.012990964842469976,-0.012990964842469976,-0.010698449194097126,-0.0020825937758844892,-0.0057297807120961775,-0.0022925156483728504,0,0.011151853728267123,0.010342602384596302,1.0782444604924653,84328,85441.0,84144.0,46.567153913871586,48.02719305752091,1.4600391436493254,9.023840741942477,85738.99763677828,83435.10236322173,-0.24875365204296798,-2.9950146081718874,-6.180682873367914,4.3808318013053205,-10.561514674673234,48.67877786952931,71.01682069613022,1297.0,1.0154140521011599,84103.89932103503,84364.54995730727,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,84334.0,85246.0,83307.0,85210.0,-0.0175
2018-04-17,84086,1.0,-1472.0,-0.01745440747503968,-0.01745440747503968,-0.030218622723655275,-0.027966121577552072,-0.0053416879733996225,0.012764215248615596,0,0.010372751990791202,0.01140161321011298,0.9097617854279427,82862,84591.0,82762.0,37.18982520528035,41.41533118086574,4.225505975585392,8.697589821785009,85861.17913189429,83110.52086810573,0.3546347958727228,-0.5814608165091099,-152.7256042243098,-27.040455403817713,-125.68514882049207,3.552397868561279,48.91328208610727,1829.0,1.022099514269834,84097.93288069002,84313.90451052414,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,82862.0,85444.0,84510.0,84820.0,0.0148
2018-04-18,85776,1.0,1224.0,0.014771547874779856,0.014771547874779856,-0.002940688215903431,-0.01589345068114789,-0.005017157732812638,0.017712236090683287,0,0.017460391512975154,0.012598581604872561,1.385901370533828,84090,84191.0,82810.0,47.14621070302087,47.84502905592281,0.6988183529019381,9.31695439984821,85856.77325490779,83132.22674509221,0.9703535048431751,1.881414019372708,-168.15851292690786,-55.26406690843575,-112.89444601847211,47.03374777975133,33.08830783928064,1381.0,1.016676729863543,84657.28858712668,84579.7400540652,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,84086.0,84334.0,85246.0,83307.0,0.0201
2018-04-19,85824,1.0,1690.0,0.020098470613419517,0.020098470613419517,0.035166904009075406,0.017098679061825495,0.006217300518499336,-0.015068433395655889,1,0.020318739120980037,0.014123146657044238,1.4386835748707323,85775,86149.0,84090.0,57.58883615436153,55.162165984989755,-2.426670169371775,9.892078650906896,86041.7883427372,83108.41165726281,0.9257550713429841,1.7030202853719383,-43.51867201953428,-52.91498793065545,9.396315911121171,88.98730439917331,46.524483349161976,2059.0,1.0244856701153526,85046.19239141779,84805.96913514425,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,85776.0,82862.0,85444.0,84510.0,0.0006
2018-04-20,85550,0.0,48.0,0.0005595970900951208,0.0005595970900951208,0.02066931474918543,0.03574618039632149,0.004447357333458246,-0.02010971765909031,1,0.010100521682320809,0.013817545589288705,0.7309924629559887,85823,86059.0,85197.0,57.85490112755934,55.35375457132793,-2.5011465562314044,9.427009827397976,86178.85536898657,83056.04463101343,0.7986252060236206,1.1945008240944863,58.45862409901747,-30.640265524720864,89.09888962373833,90.40448774726897,75.47517997539786,862.0,1.010117727150017,85214.12826094519,84941.24747420893,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,85824.0,84086.0,84334.0,85246.0,-0.0032
2018-04-23,85602,1.0,-274.0,-0.0031925801640566576,-0.0031925801640566576,-0.0026347696325312864,0.017410746140855693,0.014418858348945962,-0.0005578105315253712,0,0.01250546186689377,0.01376447609605126,0.9085316273302494,85520,85823.0,85025.0,55.6143432108144,53.936964457401665,-1.6773787534127322,8.995160205568261,86272.05676096422,83041.04323903579,0.7926171597807817,1.1704686391231303,115.8316210682533,-1.3458882061260231,117.17750927437932,82.31473280188958,87.23550831611063,798.0,1.0093854748603353,85343.41884063013,85061.38429708003,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,85550.0,85776.0,82862.0,85444.0,0.0006
2018-04-24,85469,0.0,52.0,0.0006078316773816539,0.0006078316773816539,-0.0025866890380312757,-0.0020285394515948685,0.03306702710530751,0.0031945207154129296,0,0.002180378059210436,0.012103866104975772,0.18013897710865337,85603,85746.0,84711.0,55.978331840916574,54.176672453450564,-1.8016593874660103,8.452258983640272,86380.86889434942,83054.73110565059,0.7258475287922038,0.9033901151688183,163.61010449352034,31.645310333803263,131.9647941597171,83.6178496555855,85.44569006824803,1035.0,1.012218011828452,85385.27922708675,85135.49624306549,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,85602.0,85824.0,84086.0,84334.0,-0.0016
2018-04-25,85044,0.0,-133.0,-0.0015537020163080006,-0.0015537020163080006,-0.0009468147282291062,-0.004136372110365438,0.01644744666175102,-0.0006068872880788945,0,0.0019061864046946554,0.011430915002097976,0.16675711474932697,85466,86578.0,85106.0,54.68789372033507,53.411085798933755,-1.2768079214013142,8.014785981637026,86426.29316892779,83047.40683107222,0.5909027322283142,0.3636109289132567,188.5692000034178,63.030088267726185,125.5391117356916,55.42604501607717,73.78620915785075,1472.0,1.0172960778323503,85271.5194847245,85118.86056250813,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,85469.0,85550.0,85776.0,82862.0,-0.005
2018-04-26,86383,1.0,-425.0,-0.004972563151552034,-0.004972563151552034,-0.006518539286465286,-0.005914669783752213,-0.008533855623950704,0.0015459761349132517,0,0.002813705913850261,0.011247980670278735,0.2501520936362469,85051,85466.0,84349.0,50.50264593310153,50.93415917691923,0.4315132438176974,7.97953991350509,86434.60975693163,83162.69024306835,0.9842264588988328,1.9369058355953277,172.07197625759,84.83846586569896,87.23351039189103,31.17990130103185,56.741265324231506,1117.0,1.013242599200939,85642.01298981633,85348.70409659756,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,85044.0,85602.0,85824.0,84086.0,0.0157
2018-04-27,86445,1.0,1339.0,0.01574479093175296,0.01574479093175296,0.010693935812984723,0.009123618607041806,0.0065133296047725775,0.005050855118768238,1,0.011106568851729297,0.012328759545729429,0.9008666938902635,86383,86383.0,85051.0,61.06411245492991,57.604895500986274,-3.4592169539436384,7.556180687010405,86644.14674354621,83204.0532564538,0.9421100780274053,1.7684403121096255,264.00068157060014,120.67090900667922,143.32977256392093,91.25168236877523,59.28587622862809,1332.0,1.015661191520382,85909.67532654422,85548.0306244889,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,86383.0,85469.0,85550.0,85776.0,0.0007
2018-04-30,86115,0.0,62.0,0.0007177338133661504,0.0007177338133661504,0.016473825313955137,0.01141934502568187,0.010461718293395705,-0.015756091500588987,1,0.010703587291193865,0.011299401908095634,0.9472702518462602,86443,87179.0,86262.0,61.49212395977278,57.89037289288886,-3.6017510668839208,7.63015763724941,86819.83477226636,83136.26522773365,0.8086544142182679,1.234617656873071,337.96191015976365,164.12910923729612,173.83280092246753,74.06360424028269,65.49839597002993,917.0,1.0106304050450952,85978.11688436281,85651.11596549091,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,86445.0,85044.0,85602.0,85824.0,-0.0038
2018-05-02,84547,0.0,-330.0,-0.0038174561860142564,-0.0038174561860142564,-0.0031024622900339693,0.01259348102158886,0.005992850634330971,-0.0007149938959802871,0,0.010239318875998878,0.009257624434403176,1.1060417225338641,86111,86739.0,85979.0,57.69447873406429,55.738969356325875,-1.9555093777384158,8.31109739167807,86953.57855854237,83147.42144145763,0.367714341654491,-0.5291426333820346,365.7325375710934,204.4497949040556,161.2827426670378,62.40282685512368,75.90603782139387,760.0,1.0088393677525906,85501.07792290855,85450.36760812893,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,86115.0,86383.0,85469.0,85550.0,-0.0182
2018-05-03,83288,0.0,-1568.0,-0.018208209951808607,-0.018208209951808607,-0.021956157094106032,-0.02125418195709805,-0.010787537001719971,0.0037479471422974253,0,0.009881405852076823,0.010712966262277619,0.9223781360043224,84547,86111.0,84383.0,43.37520285202539,46.83294632804977,3.4577434760243833,8.645443097005858,86953.67225988836,83139.72774011163,0.03887635468201565,-1.8444945812719395,258.23963839114003,215.20776360147255,43.031874789667484,6.996466431095406,47.820965842167254,1728.0,1.0204780583766873,84763.38528193903,85057.2098611964,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,84547.0,86445.0,85044.0,85602.0,-0.0149
2018-05-04,83118,0.0,-1259.0,-0.014891125646090297,-0.014891125646090297,-0.0328281948557162,-0.036520330846202764,-0.020648135083015884,0.0179370692096259,0,0.007535725994111574,0.009250547552431387,0.8146248588421025,83286,84562.0,83178.0,35.4317159698804,41.14786661936237,5.716150649481968,8.48970005945551,87036.70825373179,82949.49174626822,0.04122812026817528,-1.835087518927305,70.64560469298158,186.29533181977436,-115.64972712679278,2.749312671832042,24.049535319350372,1384.0,1.0166390151241915,84214.92352129269,84704.62625006978,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,83288.0,86115.0,86383.0,85469.0,-0.002
2018-05-07,82714,0.0,-170.0,-0.00204111036403809,-0.00204111036403809,-0.016901841579239907,-0.034802299251001534,-0.037796788720002805,0.014860731215201817,0,0.00853913588642603,0.009178738870981853,0.9303168993533635,83122,83671.0,82746.0,34.47271108978232,40.43412503299732,5.961413943215,9.132114227735126,87093.17068790086,82683.82931209914,0.006842447732995149,-1.9726302090680248,-90.69610951146751,130.89704355352598,-221.5931530649935,8.391608391608392,6.045795831511946,925.0,1.0111787880985184,83714.6156808618,84342.69420460254,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,83118.0,84547.0,86445.0,85044.0,-0.0049
2018-05-08,82956,1.0,-404.0,-0.004860559686229227,-0.004860559686229227,-0.006891749111516687,-0.021680248855666107,-0.04316039100005786,0.0020311894252874607,0,0.00675381917515921,0.009194525663163778,0.7345478627806955,82715,83643.0,82602.0,32.14650913547797,38.71544488847466,6.568935752996687,9.990224977815828,87193.25425577383,82373.14574422616,0.12092139717964423,-1.516314411281426,-248.29778178549896,55.05807848572096,-303.3558602712199,2.707275803722504,4.616065622387646,1041.0,1.0126026004212973,83461.7437872412,84090.5679855839,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,82714.0,83288.0,86115.0,86383.0,0.0029
2018-05-09,84265,1.0,242.0,0.0029257441303769394,0.0029257441303769394,-0.00194903630982457,-0.003986168475650809,-0.036683504615920626,0.004874780440201509,0,0.003942196197839863,0.009332930840583347,0.42239637957002785,82977,83409.0,82201.0,35.097838381753476,40.351013484725975,5.253175102972499,10.879441483195697,87225.56230266979,82305.7376973302,0.3982382421811077,-0.4070470312755686,-349.64042779179,-25.881622769781256,-323.75880502200874,19.309462915601024,10.136115703643974,1208.0,1.014695684967336,83729.4958581608,84122.28289729593,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,82956.0,83118.0,84547.0,86445.0,0.0158
2018-05-10,85861,1.0,1309.0,0.01577944934664166,0.01577944934664166,0.01875136010832512,0.013799658317091401,-0.003335422900871743,-0.0029719107616834606,1,0.01042316520854796,0.011094444033240272,0.9394941447556019,84284,84447.0,82855.0,48.680989755609794,48.37654423512498,-0.304445520484812,11.967489301852078,87221.10051923155,82285.69948076844,0.7244194527188643,0.8976778108754558,-320.6337780498143,-84.83205382578788,-235.8017242240264,87.42058449809403,36.47910773913919,1592.0,1.019214290024742,84439.99723877387,84438.41327960575,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,84265.0,82714.0,83288.0,86115.0,0.0189
2018-05-11,85220,0.0,1596.0,0.018940248027057516,0.018940248027057516,0.035018564058054924,0.03804676354667902,0.03089280568629338,-0.016078316030997408,1,0.008482066583303251,0.012691899714636143,0.6683055156448987,85861,86201.0,84284.0,60.12724418002251,56.12728374598255,-3.9999604340399557,11.90065261474859,87292.68509568828,82275.6149043117,0.5868734108502511,0.34749364340100414,-166.93758491236076,-101.25316004310247,-65.6844248692583,91.5,66.07668247123168,1917.0,1.0227445303972285,84699.99815918258,84580.51995604107,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,85861.0,82956.0,83118.0,84547.0,-0.0075
2018-05-14,85232,1.0,-641.0,-0.0074655547920475795,-0.0074655547920475795,0.011333293775589004,0.02729157625729295,0.025289347674390728,-0.018798848567636584,0,0.01441982020361354,0.011792123116083613,1.2228349434332089,85222,86406.0,85183.0,54.622532004348585,52.704691448335424,-1.9178405560131608,11.607911420176077,87271.05913544938,82274.84086455061,0.5918794926702481,0.367517970680992,-95.75182009059063,-100.15289205260011,4.401071962009482,71.79548156956005,83.57202202255137,1223.0,1.0143573248183324,84877.33210612171,84698.9708731245,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,85220.0,84265.0,82714.0,83288.0,0.0001
